台北新101,110 台北市信義區市府路45號B1 0.15 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030425.html,25.03349,121.56408,R03 台北101/世貿站,121.563667,25.032865,0.08081200196290657 km
新光信義,110 台北市信義區松高路12號B2 0.69 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030363.html,25.03897676,121.5668736,BL18 市政府站,121.565685,25.041135,0.26747954235722593 km
信義誠品,110 台北市信義區松高路11號B2 0.73 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030430.html,25.039525,121.565609,BL18 市政府站,121.565685,25.041135,0.17851015472798173 km
台北莊敬(含現烤法點),110 台北市信義區莊敬路475號1樓 0.73 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030340.html,25.02685566,121.5681264,R02 象山站,121.570116,25.032395,0.6456315507156922 km
台北光復(含現烤法點),106 台北市大安區光復南路286號 1.09 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030006.html,25.0395426,121.557442,BL17 國父紀念館站,121.557815,25.04137,0.20589756083928984 km
台北信義,106 台北市大安區信義路4段273號1樓 1.10 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030106.html,25.03335013,121.554527,R04 信義安和站,121.552326,25.033015,0.22521218502770746 km
忠孝四,110 台北市信義區忠孝東路5段522號1樓 1.67 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030108.html,25.0413397,121.57917,BL19 永春站,121.5762,25.040855,0.3044931447801047 km
台北麟光,106 台北市大安區和平東路3段406巷8號1樓 1.79 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030167.html,25.01833273,121.5580079,BR06 麟光站,121.5588335,25.018495,0.08524859775657684 km
台北南京二,105 台北市松山區南京東路5段162號1樓 2.05 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030302.html,25.051223,121.563076,G18 南京三民站,121.56471,25.051588,0.16976875059366717 km
忠孝五,106 台北市大安區忠孝東路4段73號之一1樓 2.11 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030144.html,25.04198702,121.5469866,BL15 BR10 忠孝復興站,121.545026,25.041749,0.1996046850019746 km
松山車站(含現烤法點),105 台北市信義區松山路11號一樓商場 2.21 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030466.html,25.04927,121.57796,G19 松山站,121.577706,25.050118,0.09737005134197371 km
復興二,106 台北市大安區復興南路二段273號 2.34 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030362.html,25.02567103,121.5436483,BR08 科技大樓站,121.5434615,25.02612,0.05318753350200914 km
台北南京六(含現烤法點),105 台北巿松山區南京東路四段57號 2.48 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030527.html,25.052076,121.552786,G17 台北小巨蛋站,121.552549,25.05152,0.06607026977403935 km
台北民生二,105 台北市松山區民生東路5段234號1樓 2.89 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030150.html,25.0589364,121.5660655,G18 南京三民站,121.56471,25.051588,0.8254207071600175 km
台北南京五(含現烤法點),104 台北市 台北市中山區南京東路三段210之1號 3.06 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030474.html,25.05172,121.543288,G16 BR11 南京復興站,121.544303,25.052044,0.10852767833494988 km
台北民生旗艦專櫃(含現烤法點),105 台北市松山區民生東路3段135號 3.27 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030001.html,25.0580008,121.5484573,BR12 中山國中站,121.544215,25.06085,0.5318311647100001 km
台北舊宗旗艦專櫃(含現烤法點),114 台北市內湖區舊宗路一段135號 3.39 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030450.html,25.06069324,121.57925409,G19 松山站,121.577706,25.050118,1.1818276876314022 km
台北濟南,100 台北市中正區濟南路2段66號1樓 3.42 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030156.html,25.04009321,121.5324431,BL14 O07 忠孝新生站,121.53321,25.042498,0.2774016448193733 km
忠孝八,115 台北市南港區忠孝東路6段438號1樓 3.43 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030352.html,25.05017811,121.5936195,BL21 昆陽站,121.5932285,25.0504585,0.05021394801861832 km
台北新生(含現烤法點),106 台北市大安區新生南路3段88之2號 3.64 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030005.html,25.0180454,121.5333377,G07 公館站,121.534358,25.014781,0.375987045917047 km
台北台大(含現烤法點),106 大安區羅斯福路四段1號1樓之台灣大學第一學生活動中心賣場 3.68 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030456.html,25.014641,121.535101,G07 公館站,121.534358,25.014781,0.07658363354006976 km
台北公館,100 台北市中正區羅斯福路四段76-1號 3.75 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030460.html,25.014631,121.53427,G07 公館站,121.534358,25.014781,0.018841178771625104 km
民權一,105 台北市松山區民權東路3段128號1樓 3.76 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030109.html,25.06182536,121.5460883,BR12 中山國中站,121.544215,25.06085,0.2177166853206112 km
台北興隆,116 台北市文山區興隆路3段54號 3.78 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030139.html,25.00014075,121.5558904,BR05 辛亥站,121.5570455,25.005455,0.6001124677725095 km
長春(含現烤法點),104 台北市中山區長春路172號 4.00 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030043.html,25.05469247,121.5338497,G15 O08 松江南京站,121.53285,25.052693,0.2433786668214797 km
台北動物園三,116 台北市文山區新光路二段30號台北市立動物園前區1F 4.03 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030429.html,24.9988582,121.5788795,BR02 木柵站,121.573127,24.99824,0.5847459023716506 km
羅斯福(含現烤法點),106 台北市大安區羅斯福路2段45號 4.39 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030018.html,25.0275174,121.5223465,G09 O05 古亭站,121.522868,25.026373,0.13726144067342158 km
林森二旗艦專櫃(含現烤法點),100 台北市中正區林森南路1號 4.43 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030056.html,25.04442717,121.5233575,BL13 善導寺站,121.523885,25.04468,0.060150029436174736 km
林森一旗艦專櫃(含現烤法點),104 台北市中山區南京東路1段86號 4.54 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030004.html,25.0519182,121.5256176,G14 R11 中山站,121.520364,25.052621,0.5358127660204131 km
台北南港,115 台北市南港區南港路2段16號1樓 4.71 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030276.html,25.05431837,121.6057841,BL22 南港站,121.60697,25.052035,0.27981604535802557 km
台北南昌,100 台北市中正區南昌路1段149號1樓 4.73 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030170.html,25.02943272,121.5186598,G09 O05 古亭站,121.522868,25.026373,0.5433838952561983 km
台北民權二,104 台北市中山區民權東路2段43號1樓 4.84 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030117.html,25.06275925,121.5304708,O09 行天宮站,121.53315,25.05924,0.47439965660501315 km
台北木柵,116 文山區木柵路3段57號1樓 4.94 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030182.html,24.98864169,121.5664791,BR02 木柵站,121.573127,24.99824,1.2573355062626657 km
南西誠品旗艦專櫃(含現烤法點),104 台北巿中山區南京西路14號1F+B1 4.99 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030520.html,25.05196687,121.52065736,G14 R11 中山站,121.520364,25.052621,0.0782738455657452 km
林森三(含現烤法點),104 台北市中山區林森北路413號1樓 4.99 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030077.html,25.05977522,121.5257128,R12 雙連站,121.520685,25.057575,0.5628247962561105 km
台北公園,100 台北市中正區公園路30-1號 5.06 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030073.html,25.04429185,121.5167978,BL12 R10 台北車站,121.517415,25.04631,0.23207168425588975 km
台北指南,116 台北市文山區指南路2段67號1樓 5.10 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030227.html,24.98794091,121.5747272,BR02 木柵站,121.573127,24.99824,1.1522400556964172 km
景美,116 台北市文山區景中街30巷12號 5.11 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030044.html,24.99224974,121.5420457,G05 景美站,121.5406975,24.992824,0.15024057322638332 km
台北瑞光,114 台北市內湖區瑞光路517號1樓 5.14 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030411.html,25.079036,121.569331,BR16 西湖站,121.567227,25.08216,0.4059688589950356 km
台北車站微風,100 台北市中正區北平西路3號1樓 5.16 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030434.html,25.047773,121.516937,BL12 R10 台北車站,121.517415,25.04631,0.16908785099911242 km
台北考試院,116 台北市文山區木柵路1段137號 5.28 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030343.html,24.98760995,121.5502267,G04 Y07 大坪林站,121.54134,24.9827205,1.0480241770049235 km
台北內湖(含現烤法點),114 台北市內湖區內湖路1段741號1樓 5.29 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030193.html,25.07902074,121.5783846,BR17 港墘站,121.57516,25.08007,0.3454542620728846 km
台北承德,103 台北市大同區承德路1段34號1樓 5.29 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030195.html,25.05075425,121.5167717,G14 R11 中山站,121.520364,25.052621,0.41732551209738206 km
台北館前(含現烤法點),100 台北市中正區館前路8號 5.29 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030007.html,25.0458144,121.5148951,BL12 R10 台北車站,121.517415,25.04631,0.26014792955596194 km
民生三,103 台北市大同區民生西路55號 5.32 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030206.html,25.05774497,121.5203539,R12 雙連站,121.520685,25.057575,0.038349187406412716 km
台北西湖旗艦專櫃(含現烤法點),114 台北市內湖區內湖路一段283號1樓 5.51 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030371.html,25.08244588,121.5661328,BR16 西湖站,121.567227,25.08216,0.1148386441098515 km
台北研究院,115 台北市南港區研究院路1段99號 5.58 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030298.html,25.05222836,121.6165052,BL23 BR24 南港展覽館站,121.616861,25.054919,0.3002066690110348 km
永和永利(含現烤法點),234 新北巿永和區永利路47號 5.59 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030569.html,25.00554174,121.518966,O03 永安市場站,121.511225,25.002895,0.8346187133606683 km
民權三,104 台北市中山區民權西路68號1樓 5.65 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030147.html,25.06265445,121.5199814,O11 R13 民權西路站,121.519585,25.06235,0.05231720078961729 km
台北木新,116 文山區木新路3段174號1樓 5.72 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030248.html,24.98175847,121.5606155,G03 七張站,121.542985,24.97545,1.9123587093461891 km
遠東寶慶,100 台北市中正區寶慶路32號B1 5.76 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030103.html,25.04168895,121.5091136,BL11 G12 西門站,121.508175,25.042025,0.10177200700686681 km
台北北安旗艦專櫃(含現烤法點),104 台北市中山區北安路626號1樓 5.78 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030249.html,25.08271967,121.5491147,BR14 大直站,121.54679,25.07943,0.43335495873955787 km
南港中信(含現烤法點),115 台北市南港區經貿二路188-1號1樓 5.81 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030541.html,25.05908796,121.6153244,BL23 BR24 南港展覽館站,121.616861,25.054919,0.48714434789298344 km
台北桂林家樂福,108 台北市萬華區桂林路1號 6.00 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030440.html,25.03782,121.50623,BL11 G12 西門站,121.508175,25.042025,0.5054696190011957 km
台北康寧旗艦專櫃(含現烤法點),114 台北市內湖區康寧路3段168號1樓 6.20 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030191.html,25.06942408,121.6119289,BR22 東湖站,121.611535,25.067455,0.2217136581804257 km
昆明旗艦專櫃(含現烤法點),108 台北市萬華區昆明街92之4號 6.21 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030002.html,25.0448915,121.5052706,BL11 G12 西門站,121.508175,25.042025,0.4321251921308404 km
內湖金龍旗艦專櫃(含現烤法點),114 台北市內湖區金龍路6號 6.44 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030519.html,25.08451368,121.59430692,BR19 內湖站,121.594363,25.083675,0.09307615141070051 km
台北萬大二(含現烤法點),108 台北市萬華區萬大路215號 6.57 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030508.html,25.026882,121.500663,BL10 龍山寺站,121.500325,25.03528,0.9308998176953421 km
台北西園二,108 萬華區西園路2段240號 7.09 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030232.html,25.02829275,121.495292,BL10 龍山寺站,121.500325,25.03528,0.9257926441694927 km
台北東吳(含現烤法點),111 台北市士林區臨溪路70號1樓(東吳大學內綜合大樓) 7.12 公里,https://www.mcdonalds.com/tw/zh-tw/location/1030487.html,25.094415,121.545748,BR15 劍南路站,121.5555825,25.08483,1.453122471384483 km
